Time;MEAN;MAX;MIN;RANGE;KURT;SKEW;ALSC;INSC;RMSC;condition
11,48333333;7,789070976;9,410858154;6,621170044;2,78968811;-0,952077504;0,552891715;210002,8958;1635704,905;7,822740831;baseline
11,5;7,78096782;9,410858154;6,621170044;2,78968811;-0,945466862;0,556699595;210002,9011;1634003,242;7,814352795;baseline
11,51666667;7,772894932;9,328079224;6,621170044;2,70690918;-0,938724205;0,560489117;210002,8972;1632307,936;7,805996292;baseline
11,53333333;7,764848273;9,320068359;6,621170044;2,698898315;-0,932148986;0,564188125;210002,9087;1630618,137;7,797664002;baseline
11,55;7,756802274;9,30480957;6,621170044;2,683639526;-0,926184402;0,567581655;210002,9145;1628928,477;7,789328725;baseline
11,56666667;7,748790085;9,30480957;6,621170044;2,683639526;-0,920444355;0,570906559;210002,9215;1627245,918;7,781024713;baseline
11,58333333;7,740865677;9,30480957;6,621170044;2,683639526;-0,914161508;0,574578082;210002,9312;1625581,792;7,772808198;baseline
11,6;7,732938823;9,30480957;6,621170044;2,683639526;-0,908283192;0,577959072;210002,936;1623917,153;7,764589132;baseline
11,61666667;7,725008105;9,267807007;6,621170044;2,646636963;-0,903409711;0,580927843;210002,9345;1622251,702;7,756360352;baseline
11,63333333;7,717145854;9,267807007;6,621170044;2,646636963;-0,898451682;0,584054455;210002,9422;1620600,629;7,748197854;baseline
11,65;7,709276025;9,267807007;6,621170044;2,646636963;-0,894532657;0,586735836;210002,9443;1618947,965;7,7400233;baseline
11,66666667;7,701388648;9,248733521;6,621170044;2,627563477;-0,891785804;0,588885677;210002,9624;1617291,616;7,731827892;baseline
11,68333333;7,693551727;9,248733521;6,621170044;2,627563477;-0,888471574;0,591182484;210002,9775;1615645,863;7,723688949;baseline
11,7;7,685762256;9,23576355;6,621170044;2,614593506;-0,88497492;0,593542152;210002,9766;1614010,074;7,715599808;baseline
11,71666667;7,677991433;9,189987183;6,621170044;2,568817139;-0,88212725;0,595656044;210002,9824;1612378,201;7,707527254;baseline
11,73333333;7,670321706;9,156036377;6,621170044;2,534866333;-0,878124141;0,59829831;210002,9903;1610767,558;7,69956147;baseline
11,75;7,6627907;9,156036377;6,621170044;2,534866333;-0,872137379;0,601823975;210003,0012;1609186,047;7,691742198;baseline
11,76666667;7,655262175;9,154129028;6,621170044;2,532958984;-0,866907017;0,605008059;210003,0094;1607605,057;7,683922568;baseline
11,78333333;7,647729414;9,119796753;6,621170044;2,498626709;-0,862220403;0,607852349;210003,0188;1606023,177;7,676099466;baseline
11,8;7,640232451;9,117126465;6,621170044;2,495956421;-0,857851324;0,610606298;210003,0306;1604448,815;7,668310722;baseline
11,81666667;7,632801208;9,117126465;6,621170044;2,495956421;-0,853049789;0,613569576;210003,0385;1602888,254;7,660589644;baseline
11,83333333;7,625371579;9,117126465;6,621170044;2,495956421;-0,849281131;0,616124228;210003,0407;1601328,032;7,652866601;baseline
11,85;7,61791715;9,106445313;6,621170044;2,485275269;-0,846652847;0,618097245;210003,0465;1599762,601;7,645118418;baseline
11,86666667;7,610454979;9,074020386;6,621170044;2,452850342;-0,844208357;0,619748406;210003,0581;1598195,546;7,637368751;baseline
11,88333333;7,60305124;9,074020386;6,621170044;2,452850342;-0,84125084;0,621586492;210003,0675;1596640,76;7,629681703;baseline
11,9;7,595687031;9,063720703;6,621170044;2,442550659;-0,838373428;0,623394734;210003,0808;1595094,276;7,62203547;baseline
11,91666667;7,588354946;9,063720703;6,621170044;2,442550659;-0,835529613;0,625138665;210003,0831;1593554,539;7,614423929;baseline
11,93333333;7,581042337;9,030914307;6,621170044;2,409744263;-0,833309561;0,626636744;210003,0882;1592018,891;7,606831351;baseline
11,95;7,573758069;9,030914307;6,621170044;2,409744263;-0,831751329;0,627932178;210003,0943;1590489,194;7,599265777;baseline
11,96666667;7,56652385;9,01184082;6,621170044;2,390670776;-0,830128543;0,629285345;210003,0988;1588970,008;7,591752239;baseline
11,98333333;7,559341184;9,003829956;6,621170044;2,382659912;-0,828209928;0,630748509;210003,0996;1587461,649;7,584293675;baseline
12;7,552214168;8,962249756;6,621170044;2,341079712;-0,825762612;0,632390887;210003,1017;1585964,975;7,576895202;baseline
12,01666667;7,545126336;8,948135376;6,621170044;2,326965332;-0,823460249;0,633992896;210003,1095;1584476,53;7,569537071;baseline
12,03333333;7,538088146;8,9427948;6,621170044;2,321624756;-0,820845145;0,635702264;210003,1119;1582998,511;7,562231896;baseline
12,05;7,531040197;8,936309814;6,621170044;2,315139771;-0,820212068;0,636737231;210003,1139;1581518,441;7,554910798;baseline
12,06666667;7,523994528;8,936309814;6,621170044;2,315139771;-0,821087103;0,637247628;210003,116;1580038,851;7,547589132;baseline
12,08333333;7,516981672;8,897781372;6,621170044;2,276611328;-0,821993059;0,637686421;210003,1328;1578566,151;7,540304456;baseline
12,1;7,510034429;8,891296387;6,621170044;2,270126343;-0,820924955;0,638625494;210003,1416;1577107,23;7,533098751;baseline
12,11666667;7,503151772;8,891296387;6,621170044;2,270126343;-0,818860193;0,639894863;210003,1503;1575661,872;7,525963895;baseline
12,13333333;7,496320492;8,85925293;6,621170044;2,238082886;-0,816137132;0,641351355;210003,1549;1574227,303;7,518885513;baseline
12,15;7,489542196;8,85925293;6,621170044;2,238082886;-0,813010635;0,642967044;210003,1522;1572803,861;7,511863116;baseline
12,16666667;7,482803029;8,85925293;6,621170044;2,238082886;-0,809611111;0,644625375;210003,1603;1571388,636;7,504883307;baseline
12,18333333;7,476124631;8,824539185;6,621170044;2,203369141;-0,80516085;0,646611469;210003,1617;1569986,172;7,497970369;baseline
12,2;7,469465301;8,798599243;6,621170044;2,177429199;-0,80217184;0,648215749;210003,17;1568587,713;7,491070166;baseline
12,21666667;7,462789877;8,776855469;6,621170044;2,155685425;-0,800673048;0,649177283;210003,1767;1567185,874;7,484152258;baseline
12,23333333;7,456144989;8,768081665;6,621170044;2,146911621;-0,797940137;0,650274582;210003,1817;1565790,448;7,47727543;baseline
12,25;7,449522373;8,768081665;6,621170044;2,146911621;-0,795187977;0,651248107;210003,1878;1564399,698;7,470424385;baseline
12,26666667;7,442922443;8,734893799;6,617736816;2,117156982;-0,793799422;0,651878424;210003,2108;1563013,713;7,463591394;baseline
12,28333333;7,436414488;8,734893799;6,617736816;2,117156982;-0,790578015;0,653201958;210003,2225;1561647,042;7,456857932;baseline
12,3;7,4299468;8,728790283;6,617736816;2,111053467;-0,787257865;0,654553887;210003,2253;1560288,828;7,450166725;baseline
12,31666667;7,423514032;8,698272705;6,617736816;2,080535889;-0,784161619;0,655846205;210003,2321;1558937,947;7,443510909;baseline
12,33333333;7,417092667;8,683776855;6,617736816;2,066040039;-0,782031863;0,656776608;210003,2353;1557589,46;7,436865289;baseline
12,35;7,410715654;8,683776855;6,617736816;2,066040039;-0,780034982;0,657727525;210003,2382;1556250,287;7,430264653;baseline
12,36666667;7,404378924;8,683776855;6,617736816;2,066040039;-0,777344252;0,658804276;210003,2484;1554919,574;7,423709952;baseline
12,38333333;7,398107274;8,669662476;6,617736816;2,051925659;-0,773886751;0,660211102;210003,2473;1553602,528;7,417223624;baseline
12,4;7,391905147;8,669662476;6,617736816;2,051925659;-0,770224126;0,661893337;210003,2496;1552300,081;7,410806161;baseline
12,41666667;7,385709599;8,628463745;6,617736816;2,010726929;-0,767117577;0,663250282;210003,2495;1550999,016;7,40439676;baseline
12,43333333;7,379518932;8,606719971;6,617736816;1,988983154;-0,76354591;0,664427902;210003,2331;1549698,976;7,397999597;baseline
12,45;7,373352914;8,606719971;6,617736816;1,988983154;-0,760279643;0,665456135;210003,2477;1548404,112;7,391628012;baseline
12,46666667;7,367220563;8,572769165;6,617736816;1,955032349;-0,756931873;0,666469547;210003,2551;1547116,318;7,385292365;baseline
12,48333333;7,361143708;8,568572998;6,617736816;1,950836182;-0,753391332;0,667662231;210003,1747;1545840,179;7,379013067;baseline
12,5;7,355105611;8,568572998;6,617736816;1,950836182;-0,749868602;0,668869729;210003,1848;1544572,178;7,372773533;baseline
12,51666667;7,349088358;8,568572998;6,617736816;1,950836182;-0,746721859;0,669884906;210003,2;1543308,555;7,366555924;baseline
12,53333333;7,343092086;8,519363403;6,617736816;1,901626587;-0,743425395;0,670792036;210003,2017;1542049,338;7,360363195;baseline
12,55;7,337143678;8,518600464;6,617736816;1,900863647;-0,738736924;0,672012326;210003,2084;1540800,172;7,354225662;baseline
12,56666667;7,331216066;8,518600464;6,617736816;1,900863647;-0,733854099;0,673131583;210003,2177;1539555,374;7,348112374;baseline
12,58333333;7,325279461;8,512878418;6,617736816;1,895141602;-0,730682608;0,673595079;210003,2199;1538308,687;7,341986952;baseline
12,6;7,319328379;8,500289917;6,617736816;1,882553101;-0,729105758;0,673349669;210003,232;1537058,96;7,335845876;baseline
12,61666667;7,313415658;8,4815979;6,617736816;1,863861084;-0,727228093;0,67315819;210003,2414;1535817,288;7,329746321;baseline
12,63333333;7,307573638;8,450698853;6,617736816;1,832962036;-0,723840098;0,673509588;210003,2508;1534590,464;7,323723038;baseline
12,65;7,301790214;8,450698853;6,617736816;1,832962036;-0,719473864;0,674219044;210003,2804;1533375,945;7,317762162;baseline
12,66666667;7,296040457;8,450698853;6,617736816;1,832962036;-0,71505263;0,674926258;210003,2901;1532168,496;7,311836492;baseline
12,68333333;7,290337488;8,419799805;6,551361084;1,868438721;-0,71019244;0,675806829;210003,3066;1530970,872;7,305959765;baseline
12,7;7,284634125;8,419799805;6,551361084;1,868438721;-0,704586664;0,676451377;210003,293;1529773,166;7,300090281;baseline
12,71666667;7,278924239;8,419799805;6,551361084;1,868438721;-0,699550155;0,676606171;210003,3038;1528574,09;7,294216123;baseline
12,73333333;7,273229999;8,382415771;6,551361084;1,831054688;-0,694810314;0,676526621;210003,3099;1527378,3;7,288359021;baseline
12,75;7,267646853;8,382415771;6,551361084;1,831054688;-0,686966732;0,677665219;210003,3223;1526205,839;7,282621345;baseline
12,76666667;7,262074398;8,382415771;6,551361084;1,831054688;-0,679919379;0,678478719;210003,3296;1525035,624;7,276892853;baseline
12,78333333;7,256558496;8,382415771;6,551361084;1,831054688;-0,673169577;0,679501835;210003,3313;1523877,284;7,271217964;baseline
12,8;7,251026991;8,382415771;6,551361084;1,831054688;-0,668387627;0,679750119;210003,3365;1522715,668;7,265523829;baseline
12,81666667;7,245438656;8,382415771;6,551361084;1,831054688;-0,669362841;0,678199596;210003,3439;1521542,118;7,259759329;baseline
12,83333333;7,239854458;8,382415771;6,551361084;1,831054688;-0,672104188;0,676028173;210003,3573;1520369,436;7,253997892;baseline
12,85;7,23434504;8,382415771;6,551361084;1,831054688;-0,672542635;0,674593932;210003,3684;1519212,458;7,248318954;baseline
12,86666667;7,228885456;8,322143555;6,551361084;1,770782471;-0,672062656;0,673438459;210003,3629;1518065,946;7,242694243;baseline
12,88333333;7,223456494;8,283233643;6,551361084;1,731872559;-0,67194351;0,672171474;210003,3669;1516925,864;7,237101191;baseline
12,9;7,218051636;8,283233643;6,551361084;1,731872559;-0,671177439;0,67087673;210003,3739;1515790,844;7,23153764;baseline
12,91666667;7,212658777;8,283233643;6,509017944;1,774215698;-0,672122535;0,66907083;210003,3947;1514658,343;7,225983746;baseline
12,93333333;7,207335734;8,283233643;6,509017944;1,774215698;-0,672378778;0,667736229;210003,4042;1513540,504;7,220501342;baseline
12,95;7,202093348;8,239746094;6,509017944;1,730728149;-0,670217408;0,667258368;210003,4053;1512439,603;7,215106321;baseline
12,96666667;7,196863656;8,239746094;6,509017944;1,730728149;-0,667978605;0,666571256;210003,4103;1511341,368;7,20972752;baseline
12,98333333;7,191659001;8,222961426;6,509017944;1,713943481;-0,665540317;0,665820691;210003,4168;1510248,39;7,20437666;baseline
13;7,186517921;8,220672607;6,509017944;1,711654663;-0,662575076;0,665482233;210003,421;1509168,763;7,199090043;baseline
13,01666667;7,181420128;8,20350647;6,509017944;1,694488525;-0,659742616;0,665234933;210003,4279;1508098,227;7,193846656;baseline
13,03333333;7,176338049;8,190917969;6,509017944;1,681900024;-0,65712178;0,664773372;210003,4304;1507030,99;7,188621002;baseline
13,05;7,171300196;8,182144165;6,509017944;1,673126221;-0,653476744;0,664597162;210003,4285;1505973,041;7,183443573;baseline
13,06666667;7,166326254;8,166885376;6,509017944;1,657867432;-0,648701191;0,664943807;210003,4356;1504928,513;7,178332509;baseline
13,08333333;7,161378797;8,160400391;6,509017944;1,651382446;-0,6435702;0,665295501;210003,4405;1503889,547;7,173250491;baseline
13,1;7,156412977;8,159255981;6,509017944;1,650238037;-0,640174855;0,664831033;210003,4416;1502846,725;7,16814902;baseline
13,11666667;7,15142867;8,152389526;6,509017944;1,643371582;-0,638991236;0,663448596;210003,4483;1501800,021;7,163027126;baseline
13,13333333;7,146471056;8,152389526;6,509017944;1,643371582;-0,638524173;0,661883321;210003,453;1500758,922;7,157931727;baseline
13,15;7,141517959;8,152389526;6,509017944;1,643371582;-0,639095579;0,659822798;210003,4568;1499718,771;7,152841631;baseline
13,16666667;7,136540346;8,129119873;6,509017944;1,620101929;-0,643288422;0,656500238;210003,4556;1498673,473;7,147723043;baseline
13,18333333;7,131634847;8,129119873;6,509017944;1,620101929;-0,64598609;0,653865705;210003,4548;1497643,318;7,142680136;baseline
13,2;7,126775456;8,081436157;6,509017944;1,572418213;-0,648214927;0,651454324;210003,4529;1496622,846;7,13768578;baseline
13,21666667;7,121928905;8,075714111;6,509017944;1,566696167;-0,650186602;0,648843626;210003,4575;1495605,07;7,132708507;baseline
13,23333333;7,11710942;8,075714111;6,509017944;1,566696167;-0,652785635;0,646066057;210003,466;1494592,978;7,127758871;baseline
13,25;7,112316471;8,058547974;6,509017944;1,549530029;-0,655545227;0,643187828;210003,4724;1493586,459;7,122837804;baseline
13,26666667;7,107558036;8,043670654;6,509017944;1,53465271;-0,657263212;0,640497231;210003,4744;1492587,188;7,1179559;baseline
13,28333333;7,102832811;8,043670654;6,509017944;1,53465271;-0,657588658;0,638043633;210003,4813;1491594,89;7,113112586;baseline
13,3;7,09816003;8,012771606;6,509017944;1,503753662;-0,657301348;0,63597028;210003,4834;1490613,606;7,108323275;baseline
13,31666667;7,093522481;8,012771606;6,509017944;1,503753662;-0,656253275;0,634081447;210003,4922;1489639,721;7,103572317;baseline
13,33333333;7,088912982;8,012771606;6,509017944;1,503753662;-0,655831166;0,632082897;210003,5027;1488671,726;7,098849045;baseline
13,35;7,084343273;7,996368408;6,509017944;1,487350464;-0,656158403;0,630098526;210003,5044;1487712,087;7,094164132;baseline
13,36666667;7,079819056;7,996368408;6,509017944;1,487350464;-0,656285437;0,628343617;210003,5125;1486762,002;7,089525524;baseline
13,38333333;7,075306792;7,983016968;6,509017944;1,473999023;-0,656755436;0,626315603;210003,5139;1485814,426;7,084900699;baseline
13,4;7,070839192;7,972717285;6,509017944;1,463699341;-0,656936227;0,624527866;210003,5228;1484876,23;7,080321585;baseline
13,41666667;7,066405215;7,971191406;6,509017944;1,462173462;-0,65826251;0,622601185;210003,5269;1483945,095;7,075774197;baseline
13,43333333;7,062004562;7,957839966;6,509017944;1,448822021;-0,659794067;0,620684644;210003,5315;1483020,958;7,071260903;baseline
13,45;7,057623084;7,941055298;6,509017944;1,432037354;-0,66120747;0,618673351;210003,5377;1482100,848;7,066769353;baseline
13,46666667;7,053240424;7,935714722;6,509017944;1,426696777;-0,664187365;0,616016508;210003,5523;1481180,489;7,062276521;baseline
13,48333333;7,048883774;7,92427063;6,509017944;1,415252686;-0,66749425;0,613264946;210003,5562;1480265,593;7,057810941;baseline
13,5;7,044577898;7,92427063;6,509017944;1,415252686;-0,668343653;0,611219799;210003,5676;1479361,359;7,053402045;baseline
13,51666667;7,040282811;7,901763916;6,509017944;1,392745972;-0,671965627;0,608475705;210003,5729;1478459,39;7,048999983;baseline
13,53333333;7,036030797;7,901763916;6,509017944;1,392745972;-0,67529072;0,605967044;210003,5792;1477566,467;7,044642425;baseline
13,55;7,031807195;7,901763916;6,509017944;1,392745972;-0,677426435;0,603680544;210003,5817;1476679,511;7,04031755;baseline
13,56666667;7,027586748;7,901763916;6,509017944;1,392745972;-0,680856884;0,600853201;210003,5831;1475793,217;7,035996058;baseline
13,58333333;7,023375195;7,901763916;6,504821777;1,396942139;-0,685676366;0,597534403;210003,5942;1474908,791;7,031683305;baseline
13,6;7,019198821;7,901763916;6,504821777;1,396942139;-0,689796962;0,594442493;210003,5968;1474031,752;7,027408478;baseline
13,61666667;7,015086897;7,833862305;6,504821777;1,329040527;-0,692031951;0,592178756;210003,5811;1473168,248;7,023201306;baseline
13,63333333;7,010969836;7,833862305;6,504821777;1,329040527;-0,695235224;0,589326999;210003,582;1472303,666;7,018990328;baseline
13,65;7,006878597;7,833862305;6,504821777;1,329040527;-0,697821252;0,586574733;210003,581;1471444,505;7,014808066;baseline
13,66666667;7,002853735;7,802963257;6,504821777;1,298141479;-0,697800055;0,584830777;210003,5888;1470599,284;7,010696554;baseline
13,68333333;6,998860045;7,802963257;6,504821777;1,298141479;-0,698127192;0,583124577;210003,5897;1469760,609;7,006616005;baseline
13,7;6,994877801;7,788467407;6,504821777;1,28364563;-0,699420559;0,581071425;210003,5936;1468924,338;7,002546694;baseline
13,71666667;6,990932463;7,788467407;6,504821777;1,28364563;-0,69978982;0,579351819;210003,5915;1468095,817;6,99851666;baseline
13,73333333;6,987017021;7,788467407;6,504821777;1,28364563;-0,699598411;0,577811908;210003,5905;1467273,574;6,994518388;baseline
13,75;6,983123044;7,788467407;6,504821777;1,28364563;-0,699745842;0,576181601;210003,593;1466455,839;6,990541952;baseline
13,76666667;6,979250984;7,762145996;6,504821777;1,257324219;-0,699282385;0,574635979;210003,5916;1465642,707;6,986589905;baseline
13,78333333;6,975367626;7,760238647;6,504821777;1,25541687;-0,699123184;0,572530539;210003,5913;1464827,201;6,982629016;baseline
13,8;6,971467296;7,760238647;6,497573853;1,262664795;-0,70097907;0,56948071;210003,5978;1464008,132;6,978650441;baseline
13,81666667;6,967554285;7,748413086;6,488418579;1,259994507;-0,705165552;0,565476845;210003,5942;1463186,4;6,974658102;baseline
13,83333333;6,963677646;7,746124268;6,488418579;1,257705688;-0,70823893;0,56184629;210003,5935;1462372,306;6,970704849;baseline
13,85;6,959836994;7,746124268;6,488418579;1,257705688;-0,710678273;0,558524256;210003,598;1461565,769;6,966789171;baseline
13,86666667;6,956021024;7,746124268;6,483840942;1,262283325;-0,714026599;0,555082757;210003,6033;1460764,415;6,962897471;baseline
13,88333333;6,952235158;7,746124268;6,483840942;1,262283325;-0,716962021;0,551823883;210003,6143;1459969,383;6,959037402;baseline
13,9;6,948457206;7,746124268;6,483840942;1,262283325;-0,722135447;0,547950225;210003,6096;1459176,013;6,955183216;baseline
13,91666667;6,944665355;7,746124268;6,483840942;1,262283325;-0,729826814;0,543051446;210003,6094;1458379,725;6,951314332;baseline
13,93333333;6,940893389;7,702636719;6,483840942;1,218795776;-0,737190214;0,538144793;210003,5998;1457587,612;6,947467723;baseline
13,95;6,93714338;7,702636719;6,480789185;1,221847534;-0,744390399;0,533242981;210003,6007;1456800,11;6,943644827;baseline
13,96666667;6,933414047;7,660293579;6,480789185;1,179504395;-0,753307092;0,528011766;210003,5942;1456016,95;6,939841377;baseline
13,98333333;6,929757621;7,660293579;6,480789185;1,179504395;-0,760223899;0,523944189;210003,5905;1455249,1;6,93611276;baseline
14;6,926125948;7,660293579;6,480789185;1,179504395;-0,766088831;0,520103617;210003,5965;1454486,449;6,932411885;baseline
14,01666667;6,922485395;7,651138306;6,463623047;1,187515259;-0,772380307;0,515679526;210003,6016;1453721,933;6,928704352;baseline
14,03333333;6,918856715;7,629013062;6,463623047;1,165390015;-0,779814082;0,5109086;210003,5985;1452959,91;6,925008634;baseline
14,05;6,915289586;7,620239258;6,463623047;1,156616211;-0,78437519;0,507310072;210003,6031;1452210,813;6,921378263;baseline
14,06666667;6,911755796;7,620239258;6,455993652;1,164245605;-0,78724732;0,504219127;210003,6138;1451468,717;6,917784431;baseline
14,08333333;6,908239376;7,620239258;6,455993652;1,164245605;-0,789960319;0,50112254;210003,6166;1450730,269;6,914209249;baseline
14,1;6,904714924;7,620239258;6,455993652;1,164245605;-0,794684957;0,497221494;210003,6206;1449990,134;6,910624974;baseline
14,11666667;6,90115185;7,620239258;6,450653076;1,169586182;-0,803252516;0,491623571;210003,6236;1449241,888;6,907000245;baseline
14,13333333;6,897609113;7,581710815;6,450653076;1,131057739;-0,811892041;0,486012422;210003,6162;1448497,914;6,903397037;baseline
14,15;6,894116362;7,581710815;6,448745728;1,132965088;-0,819084982;0,481198712;210003,6245;1447764,436;6,899845658;baseline
14,16666667;6,890627416;7,572937012;6,448745728;1,124191284;-0,827445973;0,475900706;210003,6217;1447031,757;6,896298304;baseline
14,18333333;6,887168272;7,572937012;6,448745728;1,124191284;-0,835396627;0,470867912;210003,6259;1446305,337;6,89278203;baseline
14,2;6,883740051;7,572937012;6,448745728;1,124191284;-0,842553281;0,466187727;210003,6354;1445585,411;6,889298414;baseline
14,21666667;6,880308667;7,572937012;6,447601318;1,125335693;-0,852336859;0,460668246;210003,6297;1444864,82;6,885810027;baseline
14,23333333;6,876871678;7,546615601;6,447601318;1,099014282;-0,864958676;0,454197129;210003,6382;1444143,052;6,882314607;baseline
14,25;6,873479729;7,53364563;6,441879272;1,091766357;-0,874803676;0,448689033;210003,6394;1443430,743;6,878868139;baseline
14,26666667;6,870165029;7,528686523;6,441879272;1,086807251;-0,882813875;0,444601588;210003,6366;1442734,656;6,875499738;baseline
14,28333333;6,866887654;7,528686523;6,441879272;1,086807251;-0,891031965;0,440842496;210003,6392;1442046,407;6,872168386;baseline
14,3;6,863616791;7,513046265;6,441879272;1,071166992;-0,901152086;0,436544019;210003,6392;1441359,526;6,868842466;baseline
14,31666667;6,860345388;7,513046265;6,441879272;1,071166992;-0,914111822;0,431397025;210003,6496;1440672,532;6,865514285;baseline
14,33333333;6,857117766;7,513046265;6,429672241;1,083374023;-0,924776029;0,427141087;210003,6533;1439994,731;6,862233058;baseline
14,35;6,853948668;7,513046265;6,429672241;1,083374023;-0,931663964;0,424326669;210003,6578;1439329,22;6,859014684;baseline
14,36666667;6,850821586;7,513046265;6,429672241;1,083374023;-0,937858373;0,422088684;210003,655;1438672,533;6,855838932;baseline
14,38333333;6,84772175;7,470703125;6,429672241;1,041030884;-0,944198026;0,420024307;210003,649;1438021,568;6,852690422;baseline
14,4;6,844636036;7,455062866;6,429672241;1,025390625;-0,949852551;0,418083937;210003,646;1437373,568;6,849557914;baseline
14,41666667;6,841594142;7,455062866;6,429672241;1,025390625;-0,953818347;0,416957712;210003,6434;1436734,77;6,846471065;baseline
14,43333333;6,838554542;7,455062866;6,429672241;1,025390625;-0,957764104;0,415634563;210003,6479;1436096,454;6,843387722;baseline
14,45;6,83553469;7,455062866;6,429672241;1,025390625;-0,961564935;0,414436865;210003,6517;1435462,285;6,840324671;baseline
14,46666667;6,832495491;7,455062866;6,429672241;1,025390625;-0,967030592;0,412344758;210003,6502;1434824,053;6,837242027;baseline
14,48333333;6,829479988;7,423019409;6,429672241;0,993347168;-0,971865242;0,41054332;210003,6442;1434190,797;6,834184261;baseline
14,5;6,82652228;7,423019409;6,429672241;0,993347168;-0,973992575;0,410027901;210003,6384;1433569,679;6,831186867;baseline
14,51666667;6,823580722;7,423019409;6,429672241;0,993347168;-0,976470793;0,409500041;210003,6419;1432951,952;6,828205349;baseline
14,53333333;6,820615527;7,423019409;6,429672241;0,993347168;-0,98163361;0,407829648;210003,6437;1432329,261;6,825198455;baseline
14,55;6,817635976;7,396316528;6,429672241;0,966644287;-0,989930505;0,405066738;210003,6354;1431703,555;6,822174965;baseline
14,56666667;6,814707189;7,383728027;6,429672241;0,954055786;-0,994792706;0,403608104;210003,6368;1431088,51;6,819205942;baseline
14,58333333;6,811800991;7,383346558;6,429672241;0,953674316;-0,997687657;0,402677966;210003,638;1430478,208;6,816262438;baseline
14,6;6,80891393;7,383346558;6,429672241;0,953674316;-1,000444557;0,401893371;210003,6335;1429871,925;6,813338432;baseline
14,61666667;6,806022902;7,3802948;6,429672241;0,950622559;-1,003037402;0,400815132;210003,6315;1429264,809;6,810411833;baseline
14,63333333;6,80313967;7,375335693;6,429672241;0,945663452;-1,005538827;0,399663085;210003,6403;1428659,331;6,80749376;baseline
14,65;6,80025056;7,375335693;6,415176392;0,960159302;-1,008283734;0,398106668;210003,6438;1428052,618;6,804570598;baseline
14,66666667;6,797373332;7,375335693;6,405258179;0,970077515;-1,010911991;0,396558151;210003,6406;1427448,4;6,801659971;baseline
14,68333333;6,794553635;7,375335693;6,405258179;0,970077515;-1,011579176;0,396259836;210003,6438;1426856,263;6,798808161;baseline
14,7;6,791744503;7,375335693;6,405258179;0,970077515;-1,013029675;0,395836796;210003,6459;1426266,346;6,795966031;baseline
14,71666667;6,788922989;7,344055176;6,405258179;0,938796997;-1,015903801;0,394695004;210003,6421;1425673,828;6,793110925;baseline
14,73333333;6,786107683;7,344055176;6,405258179;0,938796997;-1,018847531;0,393428068;210003,6439;1425082,613;6,790262529;baseline
14,75;6,78331757;7,344055176;6,402206421;0,941848755;-1,022222101;0,392372564;210003,6465;1424496,69;6,787438626;baseline
14,76666667;6,78054692;7,325744629;6,402206421;0,923538208;-1,025772718;0,391433613;210003,6466;1423914,853;6,784634042;baseline
